Label	trainingSize	meanSquaredLoss	meanAccuracy	sd	se	meanPrecision	meanRecall	f1	mle_meanAccuracy	mle_sd	mle_se	mple_meanAccuracy	mple_sd	mple_se	i2_initialEstimate_meanAccuracy	i2_initialEstimate_sd	i2_initialEstimate_se	initialEstimate_meanAccuracy	initialEstimate_sd	i2_initialEstimate_se	i1_meanSquaredLoss	i2_meanSquaredLoss
40perc_10repeat	0.35	0.2233	0.6685	0.0298	0.0133	0.66	0.6566	0.6583	0.7206	0.0258	0.0115	0.6677	0.0331	0.0148	0.7106	0.0146	0.0065	0.0	0.0	0.0	0.2594	0.2235
90perc_5repeat	0.45	0.3412	0.292	0.0368	0.0165	0.2998	0.3959	0.3412	0.251	0.0152	0.0068	0.2946	0.037	0.0166	0.2619	0.0134	0.006	0.0	0.0	0.0	0.2186	0.3416
90perc_5repeat	0.5	0.3389	0.2896	0.0303	0.0135	0.2965	0.3791	0.3328	0.2523	0.0136	0.0061	0.2892	0.0313	0.014	0.2637	0.0154	0.0069	0.0	0.0	0.0	0.2502	0.3397
100perc_10repeat	0.45	0.4047	0.2748	0.0284	0.0127	0.2823	0.3589	0.316	0.251	0.0152	0.0068	0.2757	0.0302	0.0135	0.2613	0.0136	0.0061	0.0	0.0	0.0	0.2212	0.4049
100perc_5repeat	0.5	0.3692	0.2735	0.0225	0.0101	0.2707	0.3261	0.2958	0.2523	0.0136	0.0061	0.2735	0.0225	0.0101	0.261	0.0101	0.0045	0.0	0.0	0.0	0.255	0.3697
5perc_5repeat	0.6	0.1906	0.7315	0.0235	0.0105	0.7377	0.6741	0.7045	0.7556	0.0136	0.0061	0.7305	0.0226	0.0101	0.7395	0.0159	0.0071	0.0	0.0	0.0	0.3621	0.1907
70perc_2repeat	0.6	0.2508	0.5221	0.0572	0.0256	0.5054	0.5392	0.5218	0.6048	0.141	0.063	0.5213	0.0558	0.0249	0.5636	0.0857	0.0383	0.0	0.0	0.0	0.2519	0.2509
15perc_5repeat	0.6	0.1943	0.7217	0.0237	0.0106	0.7394	0.6413	0.6868	0.7605	0.0174	0.0078	0.7234	0.0226	0.0101	0.7325	0.0191	0.0086	0.0	0.0	0.0	0.3379	0.1941
50perc_2repeat	0.7	0.2147	0.7022	0.0517	0.0231	0.7176	0.5898	0.6475	0.7645	0.0322	0.0144	0.7018	0.0513	0.0229	0.7301	0.0572	0.0256	0.0	0.0	0.0	0.2306	0.2147
50perc_5repeat	0.6	0.2331	0.642	0.0372	0.0166	0.6447	0.5906	0.6165	0.721	0.0482	0.0216	0.644	0.0379	0.0169	0.7041	0.0286	0.0128	0.0	0.0	0.0	0.2587	0.233
30perc_5repeat	0.6	0.2091	0.7041	0.0364	0.0163	0.7159	0.6285	0.6694	0.725	0.0501	0.0224	0.7028	0.0365	0.0163	0.7241	0.0294	0.0132	0.0	0.0	0.0	0.3033	0.2091
40perc_5repeat	0.6	0.2144	0.7042	0.034	0.0152	0.7041	0.6665	0.6848	0.7532	0.0198	0.0089	0.7025	0.0339	0.0152	0.7402	0.0223	0.01	0.0	0.0	0.0	0.2833	0.2147
5perc_2repeat	0.7	0.1844	0.7515	0.0332	0.0149	0.76	0.6928	0.7249	0.7645	0.0322	0.0144	0.7506	0.0319	0.0143	0.7633	0.0319	0.0142	0.0	0.0	0.0	0.221	0.1848
5perc_10repeat	0.5	0.1962	0.7214	0.0308	0.0138	0.7241	0.6614	0.6913	0.7452	0.0096	0.0043	0.7198	0.0319	0.0143	0.7363	0.0122	0.0055	0.0	0.0	0.0	0.339	0.1969
40perc_10repeat	0.5	0.2201	0.6883	0.0342	0.0153	0.704	0.5829	0.6378	0.7452	0.0096	0.0043	0.6918	0.0377	0.0169	0.7238	0.0244	0.0109	0.0	0.0	0.0	0.2642	0.2203
40perc_2repeat	0.7	0.2064	0.7348	0.0392	0.0175	0.7475	0.6654	0.7041	0.7645	0.0322	0.0144	0.7321	0.0388	0.0174	0.7556	0.0429	0.0192	0.0	0.0	0.0	0.2209	0.2071
15perc_10repeat	0.5	0.198	0.7187	0.0364	0.0163	0.7247	0.6496	0.6851	0.7477	0.0136	0.0061	0.7177	0.0342	0.0153	0.7329	0.0151	0.0067	0.0	0.0	0.0	0.3115	0.1985
60perc_2repeat	0.7	0.2341	0.6348	0.0532	0.0238	0.6151	0.675	0.6437	0.7344	0.0344	0.0154	0.6378	0.0515	0.023	0.6794	0.0485	0.0217	0.0	0.0	0.0	0.2342	0.233
30perc_10repeat	0.5	0.2125	0.6969	0.0503	0.0225	0.709	0.6056	0.6532	0.7477	0.0136	0.0061	0.699	0.0474	0.0212	0.7312	0.0263	0.0118	0.0	0.0	0.0	0.2825	0.2126
70perc_2repeat	0.7	0.2424	0.5631	0.0147	0.0066	0.5559	0.4178	0.477	0.6613	0.0781	0.0349	0.5684	0.0166	0.0074	0.6163	0.0346	0.0155	0.0	0.0	0.0	0.2459	0.2424
80perc_5repeat	0.6	0.3047	0.3071	0.0238	0.0106	0.3009	0.3691	0.3315	0.2419	0.0184	0.0082	0.3069	0.026	0.0116	0.2607	0.0257	0.0115	0.0	0.0	0.0	0.2314	0.3047
30perc_2repeat	0.7	0.195	0.7455	0.045	0.0201	0.7489	0.6932	0.7199	0.7645	0.0322	0.0144	0.7466	0.0443	0.0198	0.7556	0.0408	0.0182	0.0	0.0	0.0	0.2132	0.1953
90perc_5repeat	0.6	0.3328	0.2737	0.0321	0.0144	0.277	0.3402	0.3053	0.2444	0.0136	0.0061	0.2732	0.0304	0.0136	0.2555	0.0198	0.0089	0.0	0.0	0.0	0.2347	0.3327
50perc_10repeat	0.5	0.2395	0.602	0.0274	0.0122	0.598	0.4714	0.5272	0.7477	0.0136	0.0061	0.6006	0.0224	0.01	0.6984	0.0312	0.0139	0.0	0.0	0.0	0.2571	0.2394
60perc_10repeat	0.45	0.2622	0.4496	0.0356	0.0159	0.4179	0.4823	0.4478	0.2991	0.0461	0.0206	0.4483	0.0339	0.0152	0.3837	0.0628	0.0281	0.0	0.0	0.0	0.2452	0.262
80perc_2repeat	0.7	0.2627	0.4104	0.0266	0.0119	0.3778	0.4204	0.398	0.2806	0.0578	0.0259	0.4139	0.0247	0.011	0.3246	0.0418	0.0187	0.0	0.0	0.0	0.2647	0.2628
100perc_5repeat	0.6	0.3651	0.2695	0.0202	0.0091	0.2713	0.3258	0.2961	0.2395	0.0174	0.0078	0.2696	0.02	0.0089	0.2589	0.0145	0.0065	0.0	0.0	0.0	0.2345	0.3647
60perc_10repeat	0.5	0.2606	0.4229	0.0308	0.0138	0.3724	0.3282	0.3489	0.2581	0.0197	0.0088	0.4228	0.0241	0.0108	0.3278	0.0489	0.0219	0.0	0.0	0.0	0.2458	0.2608
90perc_10repeat	0.5	0.3694	0.284	0.0292	0.0131	0.287	0.3601	0.3194	0.2523	0.0136	0.0061	0.2841	0.0297	0.0133	0.2672	0.0173	0.0077	0.0	0.0	0.0	0.257	0.3697
100perc_10repeat	0.5	0.4035	0.2728	0.0235	0.0105	0.2677	0.3206	0.2918	0.2523	0.0136	0.0061	0.2735	0.0226	0.0101	0.2644	0.0118	0.0053	0.0	0.0	0.0	0.2643	0.4035
70perc_10repeat	0.5	0.2965	0.297	0.0437	0.0195	0.2935	0.3667	0.326	0.2523	0.0136	0.0061	0.2964	0.0392	0.0175	0.2736	0.0268	0.012	0.0	0.0	0.0	0.2446	0.2971
30perc_10repeat	0.45	0.207	0.7143	0.0381	0.017	0.7451	0.6094	0.6705	0.749	0.0152	0.0068	0.7105	0.0374	0.0167	0.7336	0.0179	0.008	0.0	0.0	0.0	0.3112	0.2073
90perc_2repeat	0.7	0.2795	0.3059	0.0262	0.0117	0.2968	0.3567	0.324	0.2387	0.029	0.013	0.3067	0.0242	0.0108	0.239	0.0288	0.0129	0.0	0.0	0.0	0.2664	0.2799
70perc_5repeat	0.6	0.2754	0.3988	0.0431	0.0193	0.3876	0.4853	0.431	0.296	0.0429	0.0192	0.399	0.0433	0.0193	0.3709	0.0647	0.0289	0.0	0.0	0.0	0.245	0.2756
15perc_2repeat	0.8	0.1969	0.7217	0.0213	0.0095	0.71	0.7015	0.7057	0.7415	0.0422	0.0189	0.7211	0.022	0.0098	0.7254	0.0274	0.0123	0.0	0.0	0.0	0.2572	0.1969
5perc_2repeat	0.8	0.1952	0.7243	0.0222	0.0099	0.7052	0.7181	0.7116	0.7415	0.0422	0.0189	0.7233	0.021	0.0094	0.7204	0.02	0.0089	0.0	0.0	0.0	0.2654	0.1944
15perc_2repeat	0.7	0.1878	0.7429	0.0349	0.0156	0.7571	0.6729	0.7125	0.7645	0.0322	0.0144	0.7425	0.0331	0.0148	0.7622	0.0325	0.0145	0.0	0.0	0.0	0.2161	0.1878
5perc_5repeat	0.7	0.1842	0.7517	0.0314	0.0141	0.7584	0.6956	0.7256	0.7645	0.0322	0.0144	0.7501	0.0312	0.0139	0.7633	0.0299	0.0134	0.0	0.0	0.0	0.217	0.1846
40perc_2repeat	0.8	0.2061	0.7	0.0086	0.0039	0.7033	0.6403	0.6703	0.7415	0.0422	0.0189	0.6961	0.0113	0.005	0.7121	0.0246	0.011	0.0	0.0	0.0	0.2524	0.2067
30perc_5repeat	0.7	0.1999	0.7447	0.0346	0.0155	0.7575	0.6738	0.7132	0.7645	0.0322	0.0144	0.7464	0.0334	0.015	0.7589	0.0362	0.0162	0.0	0.0	0.0	0.2188	0.1999
60perc_5repeat	0.6	0.2457	0.5497	0.0384	0.0172	0.53	0.4134	0.4645	0.5782	0.0881	0.0394	0.5483	0.043	0.0193	0.5738	0.0666	0.0298	0.0	0.0	0.0	0.2534	0.2461
60perc_2repeat	0.8	0.232	0.657	0.0368	0.0165	0.6377	0.648	0.6428	0.7333	0.0358	0.016	0.6582	0.0436	0.0195	0.7036	0.0313	0.014	0.0	0.0	0.0	0.2499	0.2319
50perc_5repeat	0.7	0.2327	0.6416	0.0393	0.0176	0.6334	0.5734	0.6019	0.7591	0.0262	0.0117	0.6404	0.0418	0.0187	0.7334	0.0523	0.0234	0.0	0.0	0.0	0.2335	0.233
80perc_2repeat	0.8	0.2553	0.488	0.0317	0.0142	0.4506	0.4642	0.4573	0.361	0.0929	0.0416	0.4936	0.0323	0.0144	0.4653	0.0622	0.0278	0.0	0.0	0.0	0.2535	0.2549
15perc_10repeat	0.6	0.1945	0.7248	0.0261	0.0117	0.7326	0.6643	0.6968	0.7605	0.0174	0.0078	0.724	0.0279	0.0125	0.7369	0.017	0.0076	0.0	0.0	0.0	0.3368	0.1945
60perc_5repeat	0.7	0.2589	0.4738	0.0345	0.0154	0.4539	0.6469	0.5335	0.4828	0.1881	0.0841	0.472	0.0245	0.0109	0.4753	0.0566	0.0253	0.0	0.0	0.0	0.2522	0.2588
70perc_2repeat	0.8	0.2442	0.5812	0.0571	0.0255	0.5673	0.5494	0.5582	0.7089	0.0543	0.0243	0.5746	0.055	0.0246	0.644	0.1126	0.0503	0.0	0.0	0.0	0.2522	0.2441
100perc_2repeat	0.8	0.2994	0.2828	0.0222	0.0099	0.2637	0.2915	0.2769	0.2585	0.0422	0.0189	0.2865	0.0179	0.008	0.273	0.026	0.0116	0.0	0.0	0.0	0.2698	0.299
90perc_2repeat	0.8	0.2832	0.3074	0.0347	0.0155	0.2904	0.341	0.3137	0.2602	0.0439	0.0196	0.3041	0.035	0.0156	0.2679	0.0428	0.0191	0.0	0.0	0.0	0.2662	0.284
80perc_10repeat	0.5	0.3316	0.305	0.042	0.0188	0.308	0.4029	0.3491	0.2548	0.0144	0.0065	0.3043	0.041	0.0183	0.2826	0.0278	0.0124	0.0	0.0	0.0	0.246	0.332
70perc_5repeat	0.7	0.2807	0.3166	0.0269	0.012	0.3154	0.398	0.3519	0.2376	0.0299	0.0134	0.3234	0.0308	0.0138	0.2646	0.0405	0.0181	0.0	0.0	0.0	0.2725	0.2809
50perc_10repeat	0.6	0.2378	0.6066	0.0329	0.0147	0.613	0.5025	0.5523	0.7032	0.062	0.0277	0.6105	0.0353	0.0158	0.6824	0.0337	0.0151	0.0	0.0	0.0	0.2551	0.2369
80perc_5repeat	0.7	0.3133	0.2863	0.0383	0.0171	0.2947	0.3829	0.333	0.2387	0.029	0.013	0.2867	0.0368	0.0165	0.2534	0.0378	0.0169	0.0	0.0	0.0	0.2938	0.3133
100perc_5repeat	0.7	0.3734	0.2485	0.0309	0.0138	0.2469	0.2968	0.2696	0.2355	0.0322	0.0144	0.2454	0.032	0.0143	0.2367	0.0322	0.0144	0.0	0.0	0.0	0.3455	0.3727
100perc_2repeat	0.7	0.3048	0.2569	0.0281	0.0126	0.2587	0.3162	0.2846	0.2355	0.0322	0.0144	0.2591	0.0282	0.0126	0.2356	0.0333	0.0149	0.0	0.0	0.0	0.2901	0.3047
30perc_10repeat	0.6	0.2076	0.7266	0.0131	0.0058	0.7321	0.6691	0.6992	0.7605	0.0174	0.0078	0.7245	0.0117	0.0053	0.7392	0.0244	0.0109	0.0	0.0	0.0	0.2947	0.208
60perc_10repeat	0.6	0.263	0.4055	0.0425	0.019	0.3912	0.4873	0.434	0.279	0.0482	0.0216	0.4168	0.0416	0.0186	0.305	0.0544	0.0243	0.0	0.0	0.0	0.2463	0.2622
40perc_10repeat	0.6	0.2225	0.656	0.0305	0.0136	0.6898	0.5329	0.6013	0.7468	0.0209	0.0094	0.6554	0.0337	0.0151	0.6924	0.0371	0.0166	0.0	0.0	0.0	0.2743	0.2224
90perc_5repeat	0.7	0.3398	0.2596	0.0409	0.0183	0.2628	0.3265	0.2912	0.2355	0.0322	0.0144	0.2589	0.0408	0.0182	0.24	0.0351	0.0157	0.0	0.0	0.0	0.3189	0.3397
15perc_5repeat	0.7	0.1887	0.7442	0.0377	0.0169	0.7542	0.6799	0.7152	0.7645	0.0322	0.0144	0.7452	0.0364	0.0163	0.7578	0.0355	0.0159	0.0	0.0	0.0	0.2112	0.1886
80perc_10repeat	0.6	0.3284	0.2864	0.0309	0.0138	0.2991	0.3859	0.337	0.2395	0.0174	0.0078	0.2859	0.03	0.0134	0.2674	0.0273	0.0122	0.0	0.0	0.0	0.2345	0.3283
40perc_5repeat	0.7	0.2122	0.7282	0.0442	0.0198	0.7462	0.6449	0.6919	0.7645	0.0322	0.0144	0.7306	0.0421	0.0188	0.7523	0.041	0.0183	0.0	0.0	0.0	0.2247	0.2123
5perc_2repeat	0.9	0.1821	0.7539	0.0454	0.0203	0.7635	0.7151	0.7385	0.7607	0.0601	0.0269	0.7562	0.0454	0.0203	0.7574	0.048	0.0214	0.0	0.0	0.0	0.3518	0.181
100perc_10repeat	0.6	0.3976	0.2679	0.0223	0.01	0.2701	0.3252	0.2951	0.2395	0.0174	0.0078	0.2686	0.0216	0.0096	0.2589	0.0145	0.0065	0.0	0.0	0.0	0.2388	0.3977
30perc_2repeat	0.9	0.1891	0.7553	0.058	0.026	0.7716	0.7063	0.7375	0.7607	0.0601	0.0269	0.7543	0.0633	0.0283	0.7541	0.068	0.0304	0.0	0.0	0.0	0.3095	0.1901
15perc_2repeat	0.9	0.1819	0.7609	0.0473	0.0211	0.7699	0.7217	0.745	0.7607	0.0601	0.0269	0.7571	0.0478	0.0214	0.7574	0.048	0.0214	0.0	0.0	0.0	0.3264	0.1824
50perc_2repeat	0.8	0.2168	0.7058	0.0159	0.0071	0.6844	0.6993	0.6918	0.7187	0.0167	0.0075	0.7046	0.0223	0.01	0.7153	0.0185	0.0083	0.0	0.0	0.0	0.2454	0.2168
70perc_10repeat	0.6	0.299	0.3423	0.037	0.0165	0.3414	0.4449	0.3863	0.2532	0.0156	0.007	0.3401	0.0352	0.0157	0.2955	0.0294	0.0131	0.0	0.0	0.0	0.2447	0.2993
30perc_2repeat	0.8	0.1993	0.7208	0.0299	0.0134	0.7038	0.7033	0.7035	0.7415	0.0422	0.0189	0.7188	0.0285	0.0128	0.7221	0.0281	0.0126	0.0	0.0	0.0	0.2494	0.2
90perc_10repeat	0.6	0.364	0.2772	0.0233	0.0104	0.2882	0.3617	0.3208	0.2444	0.0136	0.0061	0.2748	0.0265	0.0118	0.2633	0.0245	0.011	0.0	0.0	0.0	0.2349	0.3637
5perc_5repeat	0.8	0.194	0.725	0.0234	0.0105	0.7041	0.7207	0.7123	0.7415	0.0422	0.0189	0.7228	0.0227	0.0102	0.7203	0.0151	0.0068	0.0	0.0	0.0	0.263	0.1947
50perc_2repeat	0.9	0.2116	0.7185	0.0289	0.0129	0.7573	0.6333	0.6898	0.7279	0.0286	0.0128	0.7089	0.0307	0.0137	0.7213	0.0388	0.0173	0.0	0.0	0.0	0.2813	0.2128
60perc_2repeat	0.9	0.23	0.6649	0.0617	0.0276	0.6612	0.6664	0.6638	0.7148	0.0583	0.0261	0.6672	0.0533	0.0238	0.7016	0.0617	0.0276	0.0	0.0	0.0	0.2593	0.2299
50perc_5repeat	0.8	0.2318	0.6508	0.0394	0.0176	0.6287	0.6001	0.614	0.7268	0.0319	0.0143	0.6528	0.0305	0.0136	0.6823	0.0304	0.0136	0.0	0.0	0.0	0.2455	0.2309
70perc_2repeat	0.9	0.2404	0.5867	0.0308	0.0138	0.5842	0.5481	0.5655	0.6951	0.1134	0.0507	0.5874	0.0263	0.0118	0.6033	0.0721	0.0323	0.0	0.0	0.0	0.2516	0.2409
60perc_5repeat	0.8	0.2503	0.5165	0.062	0.0277	0.495	0.4897	0.4923	0.5756	0.1386	0.062	0.5196	0.0596	0.0266	0.5292	0.0781	0.0349	0.0	0.0	0.0	0.2553	0.2503
40perc_2repeat	0.9	0.2034	0.7403	0.058	0.0259	0.7452	0.711	0.7277	0.7475	0.0525	0.0235	0.7419	0.0536	0.024	0.7475	0.0554	0.0248	0.0	0.0	0.0	0.2871	0.2035
5perc_10repeat	0.7	0.1845	0.7528	0.0305	0.0136	0.7606	0.697	0.7274	0.7645	0.0322	0.0144	0.7515	0.0325	0.0146	0.7666	0.0289	0.0129	0.0	0.0	0.0	0.2169	0.1844
80perc_2repeat	0.9	0.2629	0.4232	0.0324	0.0145	0.4331	0.5026	0.4653	0.3049	0.1216	0.0544	0.426	0.0184	0.0082	0.3672	0.0338	0.0151	0.0	0.0	0.0	0.2427	0.2632
90perc_5repeat	0.8	0.3273	0.2808	0.033	0.0147	0.2623	0.2919	0.2763	0.2667	0.0358	0.016	0.2787	0.0313	0.014	0.2679	0.037	0.0166	0.0	0.0	0.0	0.2798	0.3277
80perc_5repeat	0.8	0.2994	0.3042	0.0191	0.0085	0.2945	0.3418	0.3164	0.2732	0.0319	0.0143	0.2984	0.0165	0.0074	0.2913	0.0274	0.0122	0.0	0.0	0.0	0.2704	0.2992
100perc_2repeat	0.9	0.3052	0.2539	0.0479	0.0214	0.2622	0.2868	0.274	0.2393	0.0601	0.0269	0.2541	0.0456	0.0204	0.2361	0.0661	0.0295	0.0	0.0	0.0	0.2413	0.3053
90perc_2repeat	0.9	0.2837	0.2911	0.0487	0.0218	0.2892	0.3117	0.3001	0.2459	0.0486	0.0217	0.2763	0.0382	0.0171	0.2525	0.0482	0.0215	0.0	0.0	0.0	0.2449	0.2838
15perc_5repeat	0.8	0.1965	0.7157	0.0279	0.0125	0.697	0.7035	0.7002	0.7333	0.0358	0.016	0.718	0.0269	0.012	0.717	0.0278	0.0124	0.0	0.0	0.0	0.2569	0.1959
15perc_10repeat	0.7	0.1879	0.7502	0.0345	0.0154	0.7596	0.6882	0.7221	0.7645	0.0322	0.0144	0.7486	0.0352	0.0158	0.7622	0.0328	0.0147	0.0	0.0	0.0	0.2122	0.1883
5perc_10repeat	0.6	0.1892	0.7324	0.0213	0.0095	0.741	0.6702	0.7038	0.7605	0.0174	0.0078	0.7328	0.0204	0.0091	0.7395	0.0165	0.0074	0.0	0.0	0.0	0.3662	0.1891
30perc_10repeat	0.7	0.2029	0.7327	0.0355	0.0159	0.7491	0.6455	0.6934	0.7613	0.029	0.013	0.7283	0.0341	0.0152	0.75	0.0344	0.0154	0.0	0.0	0.0	0.2172	0.2033
40perc_10repeat	0.7	0.2175	0.7164	0.034	0.0152	0.7403	0.6199	0.6747	0.7591	0.0349	0.0156	0.7151	0.0333	0.0149	0.7533	0.0452	0.0202	0.0	0.0	0.0	0.2323	0.2177
40perc_5repeat	0.8	0.2185	0.6849	0.0212	0.0095	0.6945	0.6077	0.6482	0.7415	0.0422	0.0189	0.6843	0.0212	0.0095	0.7187	0.0184	0.0082	0.0	0.0	0.0	0.2466	0.2183
50perc_10repeat	0.7	0.2434	0.5681	0.0349	0.0156	0.5538	0.5297	0.5415	0.7559	0.0315	0.0141	0.5796	0.043	0.0192	0.647	0.0522	0.0234	0.0	0.0	0.0	0.244	0.2432
70perc_10repeat	0.7	0.2969	0.2947	0.0326	0.0146	0.3061	0.4085	0.35	0.2355	0.0322	0.0144	0.2918	0.0329	0.0147	0.2611	0.0446	0.0199	0.0	0.0	0.0	0.2787	0.2973
60perc_10repeat	0.7	0.266	0.4167	0.032	0.0143	0.3863	0.4492	0.4154	0.2591	0.059	0.0264	0.418	0.0373	0.0167	0.3559	0.056	0.025	0.0	0.0	0.0	0.2616	0.2663
90perc_10repeat	0.7	0.3688	0.2546	0.0271	0.0121	0.2557	0.3136	0.2817	0.2355	0.0322	0.0144	0.2569	0.027	0.0121	0.2367	0.03	0.0134	0.0	0.0	0.0	0.3406	0.3691
100perc_10repeat	0.7	0.4094	0.2443	0.0324	0.0145	0.2435	0.2924	0.2657	0.2355	0.0322	0.0144	0.2471	0.0323	0.0144	0.2345	0.0301	0.0135	0.0	0.0	0.0	0.3757	0.4091
70perc_5repeat	0.8	0.2751	0.3589	0.0182	0.0081	0.34	0.3915	0.3639	0.2829	0.0188	0.0084	0.3674	0.0207	0.0092	0.3262	0.0294	0.0132	0.0	0.0	0.0	0.2576	0.2747
15perc_5repeat	0.9	0.1843	0.7578	0.0437	0.0195	0.7708	0.7124	0.7404	0.7607	0.0601	0.0269	0.7567	0.0428	0.0191	0.7574	0.0523	0.0234	0.0	0.0	0.0	0.3353	0.1852
30perc_5repeat	0.9	0.1996	0.7412	0.0396	0.0177	0.7631	0.6845	0.7217	0.7607	0.0601	0.0269	0.7349	0.0369	0.0165	0.7443	0.0396	0.0177	0.0	0.0	0.0	0.287	0.2
100perc_5repeat	0.8	0.3619	0.2758	0.0213	0.0095	0.255	0.2796	0.2667	0.2585	0.0422	0.0189	0.2779	0.0194	0.0087	0.2796	0.0181	0.0081	0.0	0.0	0.0	0.3028	0.3613
70perc_5repeat	0.9	0.2766	0.323	0.0574	0.0257	0.3202	0.34	0.3298	0.2459	0.0486	0.0217	0.3283	0.0597	0.0267	0.2525	0.0525	0.0235	0.0	0.0	0.0	0.2461	0.2768
60perc_5repeat	0.9	0.2529	0.4958	0.0431	0.0193	0.4915	0.4782	0.4848	0.4098	0.1372	0.0613	0.4881	0.0481	0.0215	0.5049	0.0894	0.04	0.0	0.0	0.0	0.2516	0.2532
5perc_5repeat	0.9	0.1809	0.763	0.0486	0.0217	0.7692	0.7278	0.7479	0.7607	0.0601	0.0269	0.7578	0.0494	0.0221	0.7607	0.0535	0.0239	0.0	0.0	0.0	0.3489	0.1809
80perc_5repeat	0.9	0.3058	0.2525	0.054	0.0242	0.2634	0.2915	0.2767	0.2393	0.0601	0.0269	0.2459	0.0531	0.0237	0.2426	0.0617	0.0276	0.0	0.0	0.0	0.2415	0.3055
5perc_10repeat	0.8	0.1955	0.72	0.0208	0.0093	0.6991	0.7147	0.7068	0.7415	0.0422	0.0189	0.7193	0.02	0.0089	0.7154	0.0169	0.0075	0.0	0.0	0.0	0.2636	0.1945
100perc_5repeat	0.9	0.3758	0.2398	0.0524	0.0235	0.2466	0.2691	0.2574	0.2393	0.0601	0.0269	0.2396	0.0489	0.0219	0.2426	0.0543	0.0243	0.0	0.0	0.0	0.2483	0.3768
15perc_10repeat	0.8	0.196	0.7199	0.0246	0.011	0.7045	0.705	0.7047	0.7415	0.0422	0.0189	0.7232	0.0303	0.0135	0.7205	0.0286	0.0128	0.0	0.0	0.0	0.2523	0.1962
50perc_10repeat	0.8	0.241	0.5981	0.0168	0.0075	0.5723	0.6157	0.5932	0.7187	0.0167	0.0075	0.6037	0.0261	0.0117	0.689	0.0413	0.0185	0.0	0.0	0.0	0.2498	0.2412
30perc_5repeat	0.8	0.2088	0.7089	0.0072	0.0032	0.7049	0.6698	0.6869	0.7333	0.0358	0.016	0.7075	0.0088	0.0039	0.7238	0.0275	0.0123	0.0	0.0	0.0	0.2466	0.209
40perc_10repeat	0.8	0.2218	0.6879	0.0307	0.0137	0.6856	0.6187	0.6504	0.7415	0.0422	0.0189	0.6839	0.0283	0.0127	0.7072	0.0346	0.0155	0.0	0.0	0.0	0.2459	0.2222
40perc_5repeat	0.9	0.2138	0.7094	0.0356	0.0159	0.7264	0.6591	0.6911	0.7541	0.0486	0.0217	0.7042	0.0353	0.0158	0.7246	0.0432	0.0193	0.0	0.0	0.0	0.2737	0.214
90perc_10repeat	0.8	0.3609	0.2801	0.0247	0.011	0.2634	0.2933	0.2775	0.2585	0.0422	0.0189	0.2826	0.021	0.0094	0.2813	0.0197	0.0088	0.0	0.0	0.0	0.3011	0.3624
100perc_10repeat	0.8	0.3947	0.2793	0.0216	0.0097	0.2575	0.2811	0.2688	0.2585	0.0422	0.0189	0.2768	0.0204	0.0091	0.2796	0.0181	0.0081	0.0	0.0	0.0	0.3223	0.3951
70perc_10repeat	0.8	0.2966	0.328	0.0242	0.0108	0.328	0.4154	0.3666	0.2992	0.0675	0.0302	0.3338	0.0255	0.0114	0.3129	0.0163	0.0073	0.0	0.0	0.0	0.2577	0.296
60perc_10repeat	0.8	0.2642	0.4051	0.0402	0.018	0.3742	0.4116	0.392	0.2683	0.0371	0.0166	0.3979	0.052	0.0233	0.3493	0.081	0.0362	0.0	0.0	0.0	0.2543	0.2642
80perc_10repeat	0.8	0.3248	0.2919	0.0175	0.0078	0.28	0.3237	0.3003	0.2585	0.0422	0.0189	0.2879	0.021	0.0094	0.2779	0.0316	0.0142	0.0	0.0	0.0	0.2823	0.325
80perc_10repeat	0.7	0.3336	0.2558	0.036	0.0161	0.2606	0.3247	0.2891	0.2355	0.0322	0.0144	0.254	0.0348	0.0156	0.2433	0.037	0.0166	0.0	0.0	0.0	0.3104	0.3331
90perc_5repeat	0.9	0.3429	0.2471	0.0526	0.0235	0.2616	0.2932	0.2765	0.2393	0.0601	0.0269	0.2461	0.0503	0.0225	0.2492	0.0533	0.0238	0.0	0.0	0.0	0.2405	0.3419
15perc_10repeat	0.9	0.1848	0.7581	0.0439	0.0197	0.7715	0.7104	0.7397	0.7607	0.0601	0.0269	0.7515	0.0432	0.0193	0.7639	0.0447	0.02	0.0	0.0	0.0	0.3225	0.1857
40perc_10repeat	0.9	0.2172	0.7084	0.0524	0.0234	0.7342	0.6316	0.679	0.7541	0.0486	0.0217	0.7016	0.0511	0.0228	0.7344	0.0581	0.026	0.0	0.0	0.0	0.2713	0.2169
5perc_10repeat	0.9	0.1806	0.7635	0.0542	0.0242	0.7664	0.7351	0.7504	0.7607	0.0601	0.0269	0.7585	0.0498	0.0223	0.7607	0.0535	0.0239	0.0	0.0	0.0	0.348	0.1809
50perc_10repeat	0.9	0.2393	0.6126	0.0332	0.0148	0.5931	0.6562	0.6231	0.6984	0.0592	0.0265	0.6112	0.0321	0.0143	0.6689	0.0468	0.0209	0.0	0.0	0.0	0.2515	0.2397
30perc_10repeat	0.8	0.2101	0.7021	0.0246	0.011	0.6913	0.6698	0.6804	0.7268	0.0319	0.0143	0.699	0.0253	0.0113	0.7121	0.0151	0.0067	0.0	0.0	0.0	0.2441	0.21
