Label	trainingSize	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1
0perc_0repeat	0.4	0.5479	0.0585	0.0058	0.598	0.299	0.3986
0perc_0repeat	0.4	0.558	0.0569	0.0057	0.6585	0.2371	0.3487
0perc_0repeat	0.4	0.5612	0.0502	0.005	0.6717	0.1852	0.2903
0perc_0repeat	0.4	0.5531	0.0529	0.0053	0.6402	0.2215	0.3291
0perc_0repeat	0.4	0.5514	0.054	0.0054	0.6549	0.2525	0.3645
0perc_0repeat	0.4	0.5497	0.0486	0.0049	0.6423	0.1937	0.2977
0perc_0repeat	0.4	0.5654	0.0568	0.0057	0.6791	0.2843	0.4008
0perc_0repeat	0.4	0.5461	0.0485	0.0048	0.6426	0.2178	0.3253
0perc_0repeat	0.4	0.5542	0.0502	0.005	0.6624	0.1861	0.2906
0perc_0repeat	0.4	0.5522	0.0509	0.0051	0.6562	0.2024	0.3094
0perc_0repeat	0.4	0.5539	0.0548	0.0055	0.6342	0.2628	0.3716
0perc_0repeat	0.4	0.5463	0.044	0.0044	0.6463	0.2003	0.3058
0perc_0repeat	0.4	0.5545	0.0512	0.0051	0.6424	0.2325	0.3414
0perc_0repeat	0.4	0.5553	0.0546	0.0055	0.6622	0.2136	0.323
0perc_0repeat	0.4	0.5474	0.0529	0.0053	0.609	0.2376	0.3418
0perc_0repeat	0.4	0.5488	0.0561	0.0056	0.6026	0.2852	0.3872
0perc_0repeat	0.4	0.5487	0.0478	0.0048	0.6275	0.186	0.287
0perc_0repeat	0.4	0.5422	0.0517	0.0052	0.6241	0.2394	0.3461
0perc_0repeat	0.4	0.5526	0.0574	0.0057	0.6222	0.2569	0.3637
0perc_0repeat	0.4	0.555	0.0551	0.0055	0.6241	0.2354	0.3419
0perc_0repeat	0.4	0.5636	0.0576	0.0058	0.6637	0.248	0.3611
0perc_0repeat	0.4	0.5562	0.0543	0.0054	0.6249	0.2434	0.3503
0perc_0repeat	0.4	0.5563	0.0528	0.0053	0.6651	0.2261	0.3374
0perc_0repeat	0.4	0.5556	0.0496	0.005	0.6639	0.2356	0.3478
0perc_0repeat	0.4	0.5598	0.0509	0.0051	0.6447	0.2389	0.3486
0perc_0repeat	0.4	0.5559	0.0472	0.0047	0.6738	0.2062	0.3158
0perc_0repeat	0.4	0.5502	0.0468	0.0047	0.6861	0.1975	0.3067
0perc_0repeat	0.4	0.5556	0.055	0.0055	0.668	0.2325	0.3449
0perc_0repeat	0.4	0.5605	0.0576	0.0058	0.6486	0.2705	0.3818
0perc_0repeat	0.4	0.5611	0.0582	0.0058	0.6665	0.2979	0.4118
0perc_0repeat	0.4	0.5607	0.0558	0.0056	0.6968	0.2533	0.3715
0perc_0repeat	0.4	0.5527	0.0543	0.0054	0.6457	0.2011	0.3067
0perc_0repeat	0.4	0.5563	0.0514	0.0051	0.6495	0.2404	0.3509
0perc_0repeat	0.4	0.5519	0.0533	0.0053	0.6349	0.1953	0.2988
0perc_0repeat	0.4	0.557	0.0531	0.0053	0.6612	0.2015	0.3089
0perc_0repeat	0.4	0.5567	0.052	0.0052	0.6539	0.221	0.3304
0perc_0repeat	0.4	0.5562	0.051	0.0051	0.6694	0.2156	0.3261
0perc_0repeat	0.4	0.5426	0.0516	0.0052	0.6195	0.2024	0.3051
