Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
80perc_5repeat	0.25	0.7678	0.179	0.0091	0.0006	0.1787	0.9995	0.3032	0.1789	0.393	0.0133	0.0009	0.5181	0.0017	0.0	0.6959	0.002	0.0
70perc_2repeat	0.2	0.1692	0.8094	0.067	0.0047	0.1989	0.0327	0.0562	0.8196	0.5211	0.016	0.0011	0.6328	0.0024	0.0	0.5958	0.0032	0.0
30perc_10repeat	0.25	0.1711	0.8224	0.01	0.0007	0.0	0.0	0.0	0.8235	0.6476	0.0154	0.0011	0.6681	0.0015	0.0	0.3676	0.002	0.0
15perc_10repeat	0.25	0.1751	0.8227	0.01	0.0007	0.0	0.0	0.0	0.8211	0.7349	0.0231	0.0016	0.763	0.0021	0.0	0.292	0.004	0.0
70perc_5repeat	0.2	0.6823	0.1865	0.0526	0.0037	0.1794	0.9893	0.3037	0.18	0.4474	0.0138	0.001	0.5321	0.0018	0.0	0.6268	0.0025	0.0
40perc_10repeat	0.25	0.164	0.822	0.009	0.0006	0.0	0.0	0.0	0.8211	0.5903	0.0133	0.0009	0.6096	0.0013	0.0	0.4261	0.0016	0.0
60perc_10repeat	0.25	0.507	0.1941	0.0788	0.0056	0.1788	0.9782	0.3023	0.1797	0.4715	0.0087	0.0006	0.5062	0.0011	0.0	0.5607	0.0013	0.0
50perc_10repeat	0.25	0.1543	0.8205	0.0185	0.0013	0.0411	0.0084	0.014	0.8229	0.5316	0.0101	0.0007	0.5533	0.0012	0.0	0.489	0.0014	0.0
70perc_10repeat	0.25	0.7321	0.1784	0.0094	0.0007	0.1784	1.0	0.3028	0.1789	0.4156	0.012	0.0008	0.4687	0.0013	0.0	0.6281	0.0016	0.0
60perc_5repeat	0.2	0.2323	0.6717	0.2425	0.0171	0.2329	0.2818	0.255	0.8102	0.503	0.0127	0.0009	0.5561	0.0018	0.0	0.5493	0.0022	0.0
80perc_2repeat	0.2	0.3034	0.6341	0.2434	0.0172	0.2849	0.3707	0.3222	0.79	0.4794	0.0144	0.001	0.6389	0.003	0.0	0.6656	0.0035	0.0
60perc_10repeat	0.2	0.503	0.2195	0.1348	0.0095	0.1851	0.9475	0.3097	0.1813	0.4734	0.0101	0.0007	0.5075	0.0015	0.0	0.5591	0.0015	0.0
90perc_2repeat	0.2	0.6134	0.3228	0.1981	0.014	0.2165	0.8559	0.3456	0.1978	0.4349	0.0116	0.0008	0.6571	0.0039	0.0	0.7357	0.0037	0.0
80perc_5repeat	0.2	0.774	0.1781	0.0082	0.0006	0.1778	0.9994	0.3019	0.1789	0.3936	0.0164	0.0012	0.5173	0.0024	0.0	0.6951	0.0025	0.0
80perc_10repeat	0.25	0.7874	0.1787	0.0096	0.0007	0.1787	1.0	0.3033	0.1789	0.3555	0.0148	0.001	0.4406	0.0017	0.0	0.7007	0.0018	0.0
90perc_5repeat	0.2	0.7974	0.1788	0.0085	0.0006	0.1785	0.9998	0.3029	0.1789	0.3391	0.0181	0.0013	0.5369	0.0035	0.0	0.7695	0.0032	0.0
100perc_2repeat	0.2	0.6966	0.2656	0.1553	0.011	0.1961	0.9201	0.3233	0.1881	0.3938	0.0111	0.0008	0.6956	0.0048	0.0	0.8036	0.0037	0.0
50perc_10repeat	0.2	0.1572	0.8133	0.0699	0.0049	0.0358	0.0153	0.0215	0.8211	0.5324	0.0107	0.0008	0.5559	0.0014	0.0	0.4898	0.0016	0.0
