Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
60perc_10repeat	0.25	0.3136	0.6714	0.0106	0.0008	0.0052	0.0	0.0001	0.672	0.6682	0.0349	0.0025	0.7222	0.0039	0.0	0.3893	0.0063	0.0
100perc_10repeat	0.25	0.3139	0.6711	0.0119	0.0008	0.001	0.0	0.0	0.671	0.6704	0.0357	0.0025	0.7238	0.0039	0.0	0.385	0.0057	0.0
90perc_10repeat	0.25	0.3127	0.6716	0.0108	0.0008	0.0007	0.0	0.0	0.672	0.6691	0.0361	0.0026	0.7157	0.0038	0.0	0.3907	0.0058	0.0
80perc_10repeat	0.25	0.3127	0.6719	0.011	0.0008	0.0028	0.0001	0.0001	0.671	0.6667	0.0361	0.0026	0.719	0.0037	0.0	0.391	0.0059	0.0
70perc_10repeat	0.25	0.3154	0.6705	0.0099	0.0007	0.005	0.0001	0.0001	0.671	0.6717	0.0318	0.0023	0.729	0.0034	0.0	0.395	0.0061	0.0
40perc_2repeat	0.3	0.3132	0.6726	0.012	0.0008	0.0072	0.0001	0.0001	0.6728	0.6677	0.0298	0.0021	0.7255	0.0031	0.0	0.3944	0.005	0.0
5perc_5repeat	0.3	0.3165	0.6694	0.0132	0.0009	0.0	0.0	0.0	0.6682	0.6749	0.031	0.0022	0.7269	0.0032	0.0	0.388	0.0048	0.0
50perc_2repeat	0.3	0.315	0.671	0.0134	0.0009	0.0002	0.0	0.0	0.6705	0.6702	0.033	0.0023	0.7258	0.0028	0.0	0.3961	0.0048	0.0
30perc_5repeat	0.3	0.3162	0.6701	0.0118	0.0008	0.0008	0.0	0.0	0.6694	0.6727	0.0281	0.002	0.7282	0.0031	0.0	0.388	0.0046	0.0
50perc_5repeat	0.3	0.3147	0.6713	0.012	0.0008	0.0032	0.0	0.0001	0.6728	0.6699	0.0306	0.0022	0.732	0.0031	0.0	0.3984	0.0052	0.0
5perc_10repeat	0.3	0.3159	0.6703	0.0126	0.0009	0.0052	0.0	0.0001	0.6682	0.6726	0.0295	0.0021	0.7317	0.003	0.0	0.3943	0.0047	0.0
