Label	trainingSize	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1
0perc_0repeat	0.4	0.5528	0.0528	0.0037	0.6422	0.2341	0.3431
0perc_0repeat	0.4	0.5538	0.0504	0.0036	0.6537	0.172	0.2723
0perc_0repeat	0.4	0.5543	0.052	0.0037	0.6489	0.2174	0.3257
0perc_0repeat	0.4	0.5589	0.0548	0.0039	0.6424	0.2631	0.3733
0perc_0repeat	0.4	0.5558	0.0518	0.0037	0.652	0.2239	0.3333
0perc_0repeat	0.4	0.5513	0.0509	0.0036	0.641	0.2369	0.3459
0perc_0repeat	0.4	0.5597	0.0519	0.0037	0.6541	0.2203	0.3296
0perc_0repeat	0.4	0.5544	0.053	0.0038	0.635	0.2232	0.3303
0perc_0repeat	0.4	0.5513	0.0551	0.0039	0.6281	0.281	0.3882
0perc_0repeat	0.4	0.5527	0.0498	0.0035	0.6556	0.203	0.31
0perc_0repeat	0.4	0.548	0.0509	0.0036	0.6514	0.2273	0.337
0perc_0repeat	0.4	0.5552	0.0541	0.0038	0.6462	0.2119	0.3191
0perc_0repeat	0.4	0.5587	0.0542	0.0038	0.6768	0.2271	0.34
0perc_0repeat	0.4	0.5491	0.0532	0.0038	0.6312	0.242	0.3499
0perc_0repeat	0.4	0.5539	0.0499	0.0035	0.6376	0.2288	0.3368
0perc_0repeat	0.4	0.5533	0.0515	0.0036	0.6524	0.2126	0.3207
0perc_0repeat	0.4	0.5482	0.051	0.0036	0.6413	0.2111	0.3177
0perc_0repeat	0.4	0.5598	0.0542	0.0038	0.6498	0.2557	0.367
0perc_0repeat	0.4	0.5581	0.058	0.0041	0.6466	0.2493	0.3598
0perc_0repeat	0.4	0.5513	0.049	0.0035	0.6503	0.1979	0.3034
0perc_0repeat	0.4	0.5569	0.0544	0.0038	0.6399	0.2194	0.3267
0perc_0repeat	0.4	0.5604	0.054	0.0038	0.6748	0.1993	0.3077
0perc_0repeat	0.4	0.5598	0.0579	0.0041	0.6348	0.2834	0.3918
0perc_0repeat	0.4	0.5604	0.0506	0.0036	0.6756	0.2431	0.3575
0perc_0repeat	0.4	0.5528	0.0513	0.0036	0.6389	0.2135	0.3201
0perc_0repeat	0.4	0.5505	0.0497	0.0035	0.6253	0.1965	0.2991
0perc_0repeat	0.4	0.5571	0.057	0.004	0.6563	0.2296	0.3402
0perc_0repeat	0.4	0.5542	0.0536	0.0038	0.6422	0.2387	0.348
0perc_0repeat	0.4	0.5556	0.0523	0.0037	0.6549	0.2528	0.3648
0perc_0repeat	0.4	0.5528	0.0501	0.0035	0.6305	0.1991	0.3026
0perc_0repeat	0.4	0.5521	0.0519	0.0037	0.6474	0.2365	0.3464
0perc_0repeat	0.4	0.5526	0.0523	0.0037	0.6446	0.2341	0.3434
0perc_0repeat	0.4	0.5606	0.0517	0.0037	0.65	0.2294	0.3391
0perc_0repeat	0.4	0.5588	0.0535	0.0038	0.6611	0.2445	0.3569
0perc_0repeat	0.4	0.5523	0.0519	0.0037	0.6541	0.2465	0.358
0perc_0repeat	0.4	0.5563	0.0555	0.0039	0.6499	0.2299	0.3396
0perc_0repeat	0.4	0.5602	0.0556	0.0039	0.6608	0.2224	0.3328
0perc_0repeat	0.4	0.5587	0.0488	0.0034	0.672	0.2071	0.3166
0perc_0repeat	0.4	0.5569	0.055	0.0039	0.6434	0.2112	0.318
0perc_0repeat	0.4	0.5528	0.0507	0.0036	0.6525	0.2044	0.3113
0perc_0repeat	0.4	0.5527	0.0521	0.0037	0.6415	0.2024	0.3077
0perc_0repeat	0.4	0.5567	0.0546	0.0039	0.6552	0.2632	0.3756
0perc_0repeat	0.4	0.5555	0.0566	0.004	0.6305	0.2424	0.3501
0perc_0repeat	0.4	0.5548	0.0547	0.0039	0.6436	0.248	0.3581
0perc_0repeat	0.4	0.5627	0.0581	0.0041	0.6525	0.2401	0.351
0perc_0repeat	0.4	0.5493	0.0494	0.0035	0.669	0.1742	0.2764
0perc_0repeat	0.4	0.5547	0.0532	0.0038	0.6328	0.2463	0.3546
0perc_0repeat	0.4	0.5571	0.0541	0.0038	0.6583	0.2325	0.3437
0perc_0repeat	0.4	0.5586	0.0532	0.0038	0.6571	0.2422	0.3539
0perc_0repeat	0.4	0.555	0.0531	0.0038	0.6412	0.233	0.3418
0perc_0repeat	0.4	0.5539	0.0552	0.0039	0.6263	0.2419	0.349
0perc_0repeat	0.4	0.5635	0.0518	0.0037	0.671	0.2186	0.3298
0perc_0repeat	0.4	0.562	0.0553	0.0039	0.6561	0.2308	0.3415
0perc_0repeat	0.4	0.5539	0.0518	0.0037	0.6257	0.2288	0.3351
0perc_0repeat	0.4	0.5606	0.0553	0.0039	0.6664	0.2765	0.3909
0perc_0repeat	0.4	0.5552	0.049	0.0035	0.6622	0.2146	0.3242
0perc_0repeat	0.4	0.5533	0.0525	0.0037	0.6507	0.2141	0.3222
0perc_0repeat	0.4	0.5596	0.0524	0.0037	0.6545	0.245	0.3565
0perc_0repeat	0.4	0.5518	0.0468	0.0033	0.6473	0.2154	0.3232
0perc_0repeat	0.4	0.5572	0.0508	0.0036	0.6702	0.2101	0.32
0perc_0repeat	0.4	0.5529	0.0545	0.0039	0.6441	0.2404	0.3501
0perc_0repeat	0.4	0.5648	0.0564	0.004	0.6625	0.2281	0.3394
0perc_0repeat	0.4	0.5515	0.0481	0.0034	0.6588	0.2186	0.3283
0perc_0repeat	0.4	0.5607	0.0574	0.0041	0.6794	0.2106	0.3215
0perc_0repeat	0.4	0.5507	0.0535	0.0038	0.6375	0.2368	0.3453
0perc_0repeat	0.4	0.5531	0.0501	0.0035	0.6489	0.2297	0.3393
0perc_0repeat	0.4	0.5536	0.053	0.0037	0.6453	0.2145	0.322
0perc_0repeat	0.4	0.5545	0.0469	0.0033	0.6654	0.1974	0.3045
0perc_0repeat	0.4	0.5538	0.0511	0.0036	0.6658	0.1953	0.3021
