Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
40perc_10repeat	0.25	0.3112	0.6725	0.0108	0.0008	0.0	0.0	0.0	0.6731	0.6665	0.0323	0.0023	0.7046	0.0033	0.0	0.3649	0.0043	0.0
70perc_5repeat	0.2	0.3129	0.6707	0.0098	0.0007	0.0	0.0	0.0	0.6714	0.6721	0.0391	0.0028	0.6999	0.0035	0.0	0.3466	0.0047	0.0
50perc_10repeat	0.25	0.3131	0.6709	0.0111	0.0008	0.0	0.0	0.0	0.671	0.6713	0.0333	0.0024	0.7043	0.0033	0.0	0.3531	0.0039	0.0
50perc_10repeat	0.2	0.3145	0.6702	0.0093	0.0007	0.0	0.0	0.0	0.6694	0.6739	0.037	0.0026	0.7085	0.0035	0.0	0.3502	0.0046	0.0
60perc_10repeat	0.25	0.3124	0.6715	0.0111	0.0008	0.0	0.0	0.0	0.671	0.6695	0.0333	0.0024	0.7007	0.0029	0.0	0.3531	0.0036	0.0
100perc_2repeat	0.2	0.3101	0.6714	0.0095	0.0007	0.0006	0.0	0.0	0.6714	0.6691	0.0383	0.0027	0.69	0.0037	0.0	0.341	0.0048	0.0
70perc_10repeat	0.25	0.3126	0.6709	0.0113	0.0008	0.0	0.0	0.0	0.671	0.6711	0.034	0.0024	0.6976	0.003	0.0	0.3437	0.0035	0.0
80perc_5repeat	0.2	0.3092	0.6721	0.0092	0.0006	0.0	0.0	0.0	0.6714	0.6664	0.0367	0.0026	0.6899	0.0037	0.0	0.3459	0.0046	0.0
60perc_10repeat	0.2	0.313	0.6706	0.0097	0.0007	0.0	0.0	0.0	0.6714	0.6724	0.0389	0.0027	0.7018	0.0035	0.0	0.3415	0.0047	0.0
80perc_10repeat	0.25	0.3119	0.6715	0.0102	0.0007	0.0	0.0	0.0	0.671	0.6695	0.0306	0.0022	0.6921	0.0028	0.0	0.3373	0.0032	0.0
90perc_5repeat	0.2	0.3097	0.6721	0.0091	0.0006	0.0	0.0	0.0	0.6714	0.6666	0.0365	0.0026	0.6871	0.0032	0.0	0.34	0.0043	0.0
100perc_5repeat	0.2	0.3121	0.6706	0.0091	0.0006	0.0	0.0	0.0	0.6694	0.6723	0.0365	0.0026	0.6889	0.0032	0.0	0.323	0.0038	0.0
80perc_10repeat	0.2	0.3125	0.6702	0.0106	0.0008	0.0	0.0	0.0	0.6694	0.6742	0.0426	0.003	0.6941	0.0037	0.0	0.3313	0.004	0.0
70perc_10repeat	0.2	0.3136	0.67	0.009	0.0006	0.0	0.0	0.0	0.6694	0.6747	0.0362	0.0026	0.6988	0.0034	0.0	0.3375	0.0042	0.0
90perc_10repeat	0.2	0.312	0.6706	0.0089	0.0006	0.0	0.0	0.0	0.6714	0.6726	0.0355	0.0025	0.6865	0.003	0.0	0.3288	0.0034	0.0
90perc_2repeat	0.25	0.3111	0.6718	0.0108	0.0008	0.0	0.0	0.0	0.671	0.6685	0.0323	0.0023	0.693	0.0032	0.0	0.3455	0.004	0.0
90perc_5repeat	0.25	0.3096	0.6729	0.01	0.0007	0.0	0.0	0.0	0.6731	0.6653	0.03	0.0021	0.687	0.0028	0.0	0.343	0.0034	0.0
100perc_2repeat	0.25	0.3127	0.6707	0.011	0.0008	0.0	0.0	0.0	0.671	0.6717	0.033	0.0023	0.6956	0.0031	0.0	0.3455	0.0038	0.0
90perc_10repeat	0.25	0.3151	0.6689	0.0106	0.0007	0.0	0.0	0.0	0.6688	0.6772	0.0318	0.0022	0.6944	0.0027	0.0	0.3213	0.0031	0.0
100perc_5repeat	0.25	0.3113	0.6713	0.0106	0.0007	0.0	0.0	0.0	0.671	0.67	0.0318	0.0022	0.6852	0.0028	0.0	0.3303	0.0034	0.0
5perc_2repeat	0.3	0.3157	0.6706	0.0114	0.0008	0.0	0.0	0.0	0.6705	0.6717	0.0268	0.0019	0.7308	0.0031	0.0	0.3952	0.0048	0.0
15perc_2repeat	0.3	0.3146	0.6712	0.0128	0.0009	0.0	0.0	0.0	0.6705	0.6705	0.0299	0.0021	0.7224	0.0029	0.0	0.3777	0.0049	0.0
5perc_5repeat	0.3	0.3133	0.6724	0.012	0.0008	0.0028	0.0	0.0	0.6728	0.6676	0.0279	0.002	0.7257	0.0026	0.0	0.4009	0.0046	0.0
30perc_2repeat	0.3	0.3138	0.6715	0.0119	0.0008	0.0	0.0	0.0	0.6728	0.6698	0.0277	0.002	0.7144	0.0027	0.0	0.3737	0.0039	0.0
100perc_10repeat	0.2	0.3109	0.671	0.0098	0.0007	0.0	0.0	0.0	0.6714	0.6708	0.0394	0.0028	0.6838	0.0034	0.0	0.3191	0.0036	0.0
40perc_2repeat	0.3	0.3139	0.6712	0.011	0.0008	0.0	0.0	0.0	0.6728	0.6703	0.0257	0.0018	0.7113	0.0027	0.0	0.3711	0.0036	0.0
