Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE
40perc_2repeat	0.4	0.0576	0.9436	0.0312	0.0022	0.9262	0.9721	0.9486	0.9474	0.493	0.0126	0.0009	0.6408	0.0018	0.0	0.6457	0.0017	0.0
50perc_2repeat	0.4	0.0615	0.9405	0.0431	0.003	0.922	0.9724	0.9465	0.9469	0.4928	0.0133	0.0009	0.6301	0.0015	0.0	0.6389	0.0016	0.0
70perc_2repeat	0.5	0.0484	0.9506	0.0068	0.0005	0.9351	0.973	0.9537	0.9506	0.4998	0.0097	0.0007	0.6783	0.0011	0.0	0.6779	0.001	0.0
90perc_10repeat	0.4	0.043	0.951	0.006	0.0004	0.9373	0.9709	0.9538	0.951	0.5139	0.0113	0.0008	0.7773	0.0014	0.0	0.7655	0.0015	0.0
50perc_5repeat	0.5	0.0824	0.9313	0.0682	0.0048	0.9155	0.9659	0.94	0.9457	0.4971	0.0075	0.0005	0.5645	0.001	0.0	0.569	0.001	0.0
05perc_10repeat	0.5	0.0445	0.9482	0.0075	0.0005	0.9293	0.9747	0.9515	0.9488	0.4814	0.0133	0.0009	0.8305	0.0012	0.0	0.841	0.0012	0.0
60perc_2repeat	0.4	0.0546	0.947	0.0084	0.0006	0.9272	0.9748	0.9504	0.9473	0.4944	0.0106	0.0007	0.6405	0.0012	0.0	0.6489	0.0011	0.0
70perc_2repeat	0.4	0.0495	0.9492	0.0066	0.0005	0.932	0.9739	0.9525	0.9492	0.4988	0.01	0.0007	0.6775	0.0012	0.0	0.6776	0.0012	0.0
100perc_10repeat	0.4	0.0433	0.9509	0.006	0.0004	0.9369	0.9712	0.9537	0.9509	0.5174	0.013	0.0009	0.9075	0.0011	0.0	0.8995	0.0013	0.0
30perc_5repeat	0.4	0.0784	0.9218	0.0892	0.0063	0.9037	0.963	0.9324	0.944	0.4891	0.0122	0.0009	0.6122	0.0018	0.0	0.6276	0.0017	0.0
90perc_2repeat	0.4	0.0429	0.9508	0.0055	0.0004	0.9353	0.9727	0.9537	0.9511	0.5044	0.0082	0.0006	0.8083	0.0011	0.0	0.8055	0.0013	0.0
90perc_2repeat	0.5	0.0431	0.9504	0.0063	0.0004	0.9341	0.9734	0.9533	0.9507	0.5033	0.0055	0.0004	0.807	0.001	0.0	0.8052	0.001	0.0
15perc_10repeat	0.5	0.0489	0.9469	0.0087	0.0006	0.9283	0.9737	0.9504	0.9472	0.4865	0.0105	0.0007	0.7106	0.0017	0.0	0.7232	0.0016	0.0
30perc_10repeat	0.5	0.0744	0.9324	0.0673	0.0048	0.9138	0.9689	0.9405	0.9444	0.4898	0.0084	0.0006	0.5907	0.0014	0.0	0.6002	0.0014	0.0
40perc_5repeat	0.4	0.0962	0.9068	0.11	0.0078	0.8903	0.9609	0.9243	0.9427	0.4925	0.0105	0.0007	0.5749	0.0014	0.0	0.5862	0.0013	0.0
60perc_5repeat	0.5	0.0678	0.947	0.0097	0.0007	0.9313	0.9703	0.9504	0.9478	0.4996	0.0069	0.0005	0.5803	0.0009	0.0	0.58	0.0009	0.0
70perc_5repeat	0.5	0.0565	0.9497	0.0066	0.0005	0.9351	0.9713	0.9529	0.9501	0.5031	0.0069	0.0005	0.6222	0.0008	0.0	0.6181	0.0009	0.0
40perc_10repeat	0.5	0.1095	0.8978	0.12	0.0085	0.8915	0.9406	0.9154	0.9399	0.4953	0.0067	0.0005	0.5488	0.001	0.0	0.5537	0.001	0.0
50perc_10repeat	0.5	0.1293	0.8737	0.1393	0.0099	0.8715	0.9289	0.8993	0.9339	0.4987	0.0061	0.0004	0.5342	0.0007	0.0	0.5374	0.0007	0.0
05perc_2repeat	0.7	0.0436	0.9486	0.0099	0.0007	0.9297	0.975	0.9518	0.9483	0.4809	0.0096	0.0007	0.8489	0.0009	0.0	0.8582	0.0008	0.0
